id,name,text,trans
0000000000000,担任教師,今日は定期試験が近いこともあり、\n自習時間をレッスンにあててよし。,考虑到近期有定期考试，\n今天自习时间可以用来训练哦。
0000000000000,担任教師,プロデューサーがいるものは\n相談して決めなさい。,有制作人陪同的同学\n请和他商量后决定。
0000000000000,咲季,……なるほど。だからあなたが\nここにいるわけね。,……原来如此。所以你才会\n出现在这里啊。
0000000000000,咲季,わたしはなんでもいいけど、\nなにを重点的にすればいい？,我倒是无所谓啦，\n不过该重点训练什么呢？
0000000000000,{user},（さて、今日のレッスンは……）,（那么，今天的训练内容是……）
select,,ボーカルレッスン,歌唱训练
select,,ダンスレッスン,舞蹈训练
select,,ビジュアル\nレッスン,表现能力\n训练
0000000000000,咲季,ボーカルを鍛えるのね。\nいいじゃない。,要锻炼歌唱能力呢。\n很不错啊。
0000000000000,咲季,それじゃ、楽譜を用意するわ。,那我来准备乐谱吧。
0000000000000,咲季,やった！　体を動かすの、\n好きだものね！,太好了！我最喜欢\n活动身体了！
0000000000000,咲季,どんな難しいステップでもいいわよ？\nさ、始めましょ♪,多难的舞步都没问题哦？\n来，开始吧♪
0000000000000,咲季,ビジュアルかぁ。\nそうね、悪くないと思うわ。,表现能力啊…\n嗯，我觉得挺不错的。
0000000000000,咲季,じゃあ移動しましょっか。\nなんでもこいだわ！,那我们换个场地吧。\n放马过来！
info,adv_pevent_001_hski_school_011.txt,,
译者,,,
