id,name,text,trans
0000000000000,麻央,ワン、ツー、スリー。\nワン、ツー、スリー。,一、二、三。\n一、二、三。
0000000000000,麻央,あ、プロデューサー。\nお疲れ様です！,啊，制作人。\n辛苦啦！
0000000000000,{user},次のオーディションに向けての準備は、\n順調なようですね。,为了下次试镜做的准备，\n看来很顺利呢。
0000000000000,麻央,ふふっ、任せてください。,呵呵，交给我吧。
0000000000000,麻央,カッコいいボクも、可愛いボクも――,帅气的我也好，可爱的我也罢——
0000000000000,麻央,ボクらしく、\n存分に披露してみせますよ。,我会尽情展现出\n最真实的我哦。
0000000000000,麻央,今のボク、絶好調です！,现在的我状态绝佳！
0000000000000,{user},（……よかった。本当に。\n今の麻央さんは――）,（……太好了。真的。\n现在的麻央同学——）
0000000000000,{user},（自分自身のことを、\n好きになってくれたみたいだ）,（似乎终于开始\n喜欢上自己了）
0000000000000,麻央,そんなわけで、プロデューサー。,所以说啊，制作人。
0000000000000,麻央,仕事もライブもオーディションも、\nどんどん振ってください。,不管是工作、演唱会还是试镜，\n尽管安排给我吧。
0000000000000,麻央,きっと期待に応えてみせますよ。,我绝对会回应您的期待。
0000000000000,{user},頼もしいですね。,真是可靠呢。
0000000000000,{user},では、ここからはステージの場数を\n踏むことに注力しましょう。,那么接下来要重点积累\n舞台经验了。
0000000000000,麻央,……そうですね。ボク、ずっと\nステージとは無縁だったから、,……是啊。我一直以来\n都与舞台无缘，
0000000000000,麻央,少しでも経験を積んでおきたいです。,所以想尽可能多积累些经验。
0000000000000,{user},ちょうど近々、大型オーディションが\n開催されます。,正好近期有个大型试镜会\n要举办。
0000000000000,{user},成長めざましい麻央さんが、\n一気に飛躍できるチャンスかと。,对于进步神速的麻央同学来说，\n正是飞跃的好机会。
0000000000000,麻央,ふふっ、望むところです。,呵呵，正合我意。
0000000000000,麻央,楽しみにしていますよ、\nプロデューサー。,我很期待哦，\n制作人。
0000000000000,黒井,クックック……。\nハーッハハ！,呵呵呵……\n哈哈哈哈！
0000000000000,黒井,ついに来たのだ。我が極月学園が\n初星学園を蹂躙するときが！,终于到来了。我们极月学园\n践踏初星学园的时刻！
0000000000000,黒井,四音、ここに呼ばれた意味はわかるな？,四音，知道为什么叫你过来吗？
0000000000000,四音,ええ、私が初星学園の生徒を\n血祭りにあげればいいのでしょう？,嗯，是要让我把初星学园的学生\n血祭掉对吧？
0000000000000,四音,……月花姉様には声を？,……需要通知月花姐姐吗？
0000000000000,黒井,いいや、<r\=プリマステラ>一番星</r>が出てこない以上、\n月花を呼び戻すまでもない。,不必，既然<r\=プリマステラ>一等星</r>没有现身，\n还没到召回月花的程度。
0000000000000,黒井,それに……やつらを潰すための策は、\nすでに打ってある。,况且……为了击溃他们，\n早已布好局了。
0000000000000,黒井,四音。極月学園の力を、あの無能どもに\n思い知らせてやるのだ。いいな？,四音。要让那群无能之辈\n见识极月学园的力量。明白吗？
0000000000000,四音,承知しました、理事長。,遵命，理事长。
0000000000000,四音,愚かな初星の連中は、この白草四音が\n始末してみせましょう。,愚蠢的初星众人，就由我白草四音\n来做个了断吧。
info,adv_dear_amao_010-01.txt,,
译者,,,
