id,name,text,trans
0000000000000,千奈,運動会っ！,运动会来啦！
0000000000000,千奈,当日ですわ～～～～～～～♪,今天就是正式比赛的日子啦～～～～～～～♪
0000000000000,美鈴,まあ……倉本さん。\n元気いっぱいですね。,哎呀……仓本同学。\n真是元气满满呢。
0000000000000,美鈴,さては……自信があるんですか？　\n持久走。,莫非……很有自信吗？\n长跑项目。
0000000000000,千奈,うふふ、秦谷さん。,呵呵，秦谷同学。
0000000000000,千奈,そんなわけありませんわ！,才不是这样呢！
0000000000000,千奈,ですけれど……一生懸命、この日の\nために練習を積んでまいりました。,不过……为了这一天，\n我们一直都在拼命练习哦。
0000000000000,千奈,わたくしたち1年2組、\n全員が、ですわ。,我们1年2班\n所有人都是。
0000000000000,千奈,今日は、その成果を発揮するとき！\nなら、笑顔で臨まなければ！,今天就是展现成果的时刻！\n所以必须用笑容面对！
0000000000000,千奈,わたくしたち、\nアイドルなのですからっ！,因为我们可是\n偶像啊！
0000000000000,佑芽,さすが千奈ちゃん！　わかってるね！,不愧是千奈！说得好！
0000000000000,広,千奈は、いつもかっこいい。すき。,千奈总是这么帅气。喜欢。
0000000000000,千奈,そ、そんな……,哪、哪有……
0000000000000,千奈,星南お姉さまなら、きっと……\nそうおっしゃると思いましたの。,我就知道星南姐姐\n一定会这么说……
0000000000000,美鈴,素敵な激励、\n会長にも負けていませんでしたよ。,精彩的鼓舞士气，\n完全不输给会长呢。
0000000000000,広,同意。千奈、先行き不安なわたしに、\nもうひと押し、激励をしてほしい。,附议。千奈，请给忐忑不安的我\n再来一剂强心针般的鼓励。
0000000000000,千奈,お任せください！,包在我身上！
0000000000000,千奈,……篠澤さん、わたくしね。\nこう決めましたの。,……筱泽同学，我啊。\n已经决定了。
0000000000000,千奈,今日、すべてが終わるまでは、\nおばかさんになりましょうと。,在今天一切结束之前，\n就暂时当个小傻瓜吧。
0000000000000,千奈,笑顔を曇らせて臨んでは、\nアイドル失格ですもの。,如果带着阴郁的表情上场，\n就不配当偶像了呢。
0000000000000,千奈,篠澤さん。花海さん。秦谷さん。\n皆さん――……,筱泽同学。花海同学。秦谷同学。\n大家——……
0000000000000,千奈,勝負が決するその瞬間まで、\n勝利を信じ、戦い抜きましょう！,在胜负揭晓的瞬间到来之前，\n让我们坚信胜利，战斗到底吧！
0000000000000,一同,お～～～～～～～～～～～～～っ！！,哦～～～～～～～～～～～～～！！
0000000000000,佑芽,ウォォォォオォ～～～～～～！！,呜噢噢噢噢～～～～～～！！
0000000000000,佑芽,つな引き！　\nあたしたちの勝ちだぁ～～っ！,拔河比赛！\n是我们赢啦～～！！
0000000000000,佑芽,広ちゃんの練習、効果あったね！,小广的特训见效了呢！
0000000000000,広,……うん。,……嗯。
0000000000000,広,……うれしい。,……好开心。
0000000000000,広,……ほっとした。,……松了口气。
0000000000000,佑芽,うわぁ～～～～～～～～～ん！,呜哇～～～～～～～～～！
0000000000000,佑芽,ごめぇん！\n個人種目負けちゃったぁ～～～～～！,对不起啦！\n个人项目输掉了啦～～～～～！
0000000000000,千奈,わたくしもですわぁ～～～～～～～！,我也是呢～～～～～～～！
0000000000000,咲季,ふっふっふっふ……\n追いついたわよ1年2組！,呵呵呵呵……\n追上你们了哦1年2班！
0000000000000,千奈,咲季お姉さま！？,咲季姐姐大人！？
0000000000000,佑芽,お姉ちゃん！？,姐姐！？
0000000000000,咲季,わたしたち1年1組を相手に、\nここまでよくやったわ。――けどね！,能和我们1年1班较量到这种地步，\n你们已经很努力了。——但是呢！
0000000000000,咲季,最終競技直前！　\nぎりぎりで追いついたわ！,最终项目前最后一刻！\n我们险险追上来了！
0000000000000,咲季,このわたしの、持久走1位でね！,靠我的长跑第一名哦！
0000000000000,佑芽,さすがお姉ちゃん……千奈ちゃんにまで\n容赦ない追撃！,不愧是姐姐……连千奈同学都\n毫不留情地追击！
0000000000000,千奈,き、効きませんわっ！　まだ2組が\n負けたわけじゃありませんものっ！,没、没用的！2班\n还没输呢！
0000000000000,咲季,いい気迫よ。それでこそ倉本千奈！　\nそれでこそ1年2組のボス！,不错的气势。这才像仓本千奈！\n这才是一年二班的老大！
0000000000000,咲季,紹介しましょう。あなたたちとの\n決着を付ける1年1組の最終兵器――,让我来介绍吧。要与你们\n做个了断的一年一班最终兵器——
0000000000000,咲季,リーリヤ＆手毬ペアよ！,莉莉娅&手毬组合驾到！
0000000000000,リーリヤ,……最終兵器。,……最终兵器。
0000000000000,手毬,ふっ、私たち最強ペアの相手は誰？,哼，我们最强组合的对手是谁？
0000000000000,広,……わたし。,……是我。
0000000000000,手毬,そう、手加減なんてしてあげないから。\nね、リーリヤ。,没错，我们可不会手下留情哦。\n对吧，莉莉娅。
