id,name,text,trans
0000000000000,星南,公開ラジオ……学園でやった\n配信を思い出すわね。,公开广播……让我想起在学校里做的\n直播呢。
0000000000000,星南,人生相談なのよね？　本番前に\n確認していいかしら？,是人生咨询对吧？正式开播前\n可以确认一下吗？
select,,『お金持ちに\nなりたい』,『想要\n变成有钱人』
select,,『十王星南を\n倒す方法』,『打倒十王星南\n的方法』
select,,『今日のご飯\nの献立』,『今天晚餐\n的菜单』
0000000000000,星南,……待って。今から人生設計の\nプランを考えるから！,……等等。我现在就开始构思人生规划的\n方案！
0000000000000,{user},星南さんの答えに拍手が巻き起こった。\n感動的だった……,星南同学的回答引发了掌声。\n真是令人感动……
0000000000000,星南,……これ、私の知り合いからじゃ\nないわよね？,……这个，应该不是我认识的人\n提的吧？
0000000000000,{user},星南さんの答えに拍手が巻き起こった。\n感動的だった……,星南同学的回答引发了掌声。\n真是令人感动……
0000000000000,星南,ふふ、難しい質問ね。だって……\n人生の悩みなんでしょう？,呵呵，真是个难题呢。因为……\n这可是人生的烦恼对吧？
0000000000000,{user},星南さんの答えに拍手が巻き起こった。\n感動的だった……,星南同学的回答引发了掌声。\n真是令人感动……
info,adv_pevent_002_jsna_sales_2-004-02.txt,,
译者,,,
