id,name,text,trans
0000000000000,担任教師,今日は定期試験が近いこともあり、\n自習時間をレッスンにあててよし。,考虑到近期有定期考试，\n就把自习时间用来训练吧。
0000000000000,担任教師,プロデューサーがいるものは\n相談して決めなさい。,有制作人陪同的成员\n请和他商量后决定。
0000000000000,美鈴,ああ、それでプロデューサーが\nこちらに。,啊，所以制作人\n才会来这里啊。
0000000000000,{user},折よく今日は曇りの予報ですから。,正好今天预报是阴天呢。
0000000000000,美鈴,ふふふ。\nなにをするのですか？,呵呵呵。\n打算做什么呢？
select,,ボーカルレッスン,歌唱能力训练
select,,ダンスレッスン,舞蹈能力训练
select,,ビジュアル\nレッスン,表现能力\n训练
0000000000000,美鈴,ボーカルレッスンですね。\nわかりました。,是歌唱能力训练呢。\n明白了。
0000000000000,美鈴,ゆっくりと、準備をしましょう。,让我们慢慢做好准备吧。
0000000000000,美鈴,ダンスレッスン……\n終わったらゆっくり眠れそうです。,舞蹈能力训练……\n结束后应该能好好睡一觉了。
0000000000000,美鈴,では準備をしてきますので、\nお待ちください。,那我去做准备，\n请稍等。
0000000000000,美鈴,ビジュアルレッスンですね。,是表现能力训练呢。
0000000000000,美鈴,では、適度にやりましょうか。,那么，我们适度地进行吧。
info,adv_pevent_001_hmsz_school_011.txt,,
译者,,,
